achoimre	noun	leagan gearr.	cuntas giorraithe agus gan tugtha ach na príomhphointí	broader
le	preposition	I gcomhluadar.	in aghaidh, chuig	none
le	preposition	I gcomhluadar.	ar feadh tréimhse áirithe	none
le	preposition	I gcomhluadar.	i gcomparáid	none
le	preposition	I gcomhluadar.	de chuid	none
le	preposition	I gcomhluadar.	ag, i seilbh	none
le	preposition	I gcomhluadar.	ar aghaidh	none
le	preposition	I gcomhluadar.	le cabhair	none
le	preposition	I gcomhluadar.	ag leanúint	none
le	preposition	I gcomhluadar.	de thoradh	none
le	preposition	I gcomhluadar.	chun	none
le	preposition	I gcomhluadar.	i dtuairim	none
le	preposition	I gcomhluadar.	chun, le haghaidh  le + a = lena	none
le	preposition	I gcomhluadar.	le + ar = lenar	none
le	preposition	I gcomhluadar.	le + ár = lenár	none
le	preposition	I bpáirt. 'with regard to'	cois, in aice	none
le	preposition	I bpáirt. 'with regard to'	buailte ar	none
le	preposition	I bpáirt. 'with regard to'	i dtreo	none
le	preposition	I bpáirt. 'with regard to'	ar feadh	none
le	preposition	I bpáirt. 'with regard to'	in éineacht	none
le	preposition	I bpáirt. 'with regard to'	i bhfabhar	none
le	preposition	I bpáirt. 'with regard to'	in aghaidh, chuig	none
le	preposition	I bpáirt. 'with regard to'	ar feadh tréimhse áirithe	none
le	preposition	I bpáirt. 'with regard to'	i gcomparáid	none
le	preposition	I bpáirt. 'with regard to'	de chuid	none
le	preposition	I bpáirt. 'with regard to'	ag, i seilbh	none
le	preposition	I bpáirt. 'with regard to'	ar aghaidh	none
le	preposition	I bpáirt. 'with regard to'	le cabhair	none
le	preposition	I bpáirt. 'with regard to'	ag leanúint	none
le	preposition	I bpáirt. 'with regard to'	de thoradh	none
le	preposition	I bpáirt. 'with regard to'	chun	none
le	preposition	I bpáirt. 'with regard to'	i dtuairim	none
le	preposition	I bpáirt. 'with regard to'	chun, le haghaidh  le + a = lena	none
le	preposition	I bpáirt. 'with regard to'	le + ar = lenar	none
le	preposition	I bpáirt. 'with regard to'	le + ár = lenár	none
le	preposition	Ar aon tuairim, oiriúnach.	cois, in aice	none
le	preposition	Ar aon tuairim, oiriúnach.	buailte ar	none
le	preposition	Ar aon tuairim, oiriúnach.	i dtreo	none
le	preposition	Ar aon tuairim, oiriúnach.	ar feadh	none
le	preposition	Ar aon tuairim, oiriúnach.	in éineacht	none
le	preposition	Ar aon tuairim, oiriúnach.	i bhfabhar	none
le	preposition	Ar aon tuairim, oiriúnach.	in aghaidh, chuig	none
le	preposition	Ar aon tuairim, oiriúnach.	ar feadh tréimhse áirithe	none
le	preposition	Ar aon tuairim, oiriúnach.	i gcomparáid	none
le	preposition	Ar aon tuairim, oiriúnach.	de chuid	none
le	preposition	Ar aon tuairim, oiriúnach.	ag, i seilbh	none
le	preposition	Ar aon tuairim, oiriúnach.	ar aghaidh	none
le	preposition	Ar aon tuairim, oiriúnach.	le cabhair	none
le	preposition	Ar aon tuairim, oiriúnach.	ag leanúint	none
le	preposition	Ar aon tuairim, oiriúnach.	de thoradh	none
le	preposition	Ar aon tuairim, oiriúnach.	chun	none
le	preposition	Ar aon tuairim, oiriúnach.	i dtuairim	none
le	preposition	Ar aon tuairim, oiriúnach.	chun, le haghaidh  le + a = lena	none
le	preposition	Ar aon tuairim, oiriúnach.	le + ar = lenar	none
le	preposition	Ar aon tuairim, oiriúnach.	le + ár = lenár	none
le	preposition	Ar thaobh, i bhfabhar.	cois, in aice	none
le	preposition	Ar thaobh, i bhfabhar.	buailte ar	none
le	preposition	Ar thaobh, i bhfabhar.	i dtreo	none
le	preposition	Ar thaobh, i bhfabhar.	ar feadh	none
le	preposition	Ar thaobh, i bhfabhar.	in éineacht	none
le	preposition	Ar thaobh, i bhfabhar.	i bhfabhar	related
le	preposition	Ar thaobh, i bhfabhar.	in aghaidh, chuig	none
le	preposition	Ar thaobh, i bhfabhar.	ar feadh tréimhse áirithe	none
le	preposition	Ar thaobh, i bhfabhar.	i gcomparáid	none
le	preposition	Ar thaobh, i bhfabhar.	de chuid	none
le	preposition	Ar thaobh, i bhfabhar.	ag, i seilbh	none
le	preposition	Ar thaobh, i bhfabhar.	ar aghaidh	none
le	preposition	Ar thaobh, i bhfabhar.	le cabhair	none
le	preposition	Ar thaobh, i bhfabhar.	ag leanúint	none
le	preposition	Ar thaobh, i bhfabhar.	de thoradh	none
le	preposition	Ar thaobh, i bhfabhar.	chun	none
le	preposition	Ar thaobh, i bhfabhar.	i dtuairim	none
le	preposition	Ar thaobh, i bhfabhar.	chun, le haghaidh  le + a = lena	none
le	preposition	Ar thaobh, i bhfabhar.	le + ar = lenar	none
le	preposition	Ar thaobh, i bhfabhar.	le + ár = lenár	none
le	preposition	I gcabhair.	cois, in aice	none
le	preposition	I gcabhair.	buailte ar	none
le	preposition	I gcabhair.	i dtreo	none
le	preposition	I gcabhair.	ar feadh	none
le	preposition	I gcabhair.	in éineacht	none
le	preposition	I gcabhair.	i bhfabhar	none
le	preposition	I gcabhair.	in aghaidh, chuig	none
le	preposition	I gcabhair.	ar feadh tréimhse áirithe	none
le	preposition	I gcabhair.	i gcomparáid	none
le	preposition	I gcabhair.	de chuid	none
le	preposition	I gcabhair.	ag, i seilbh	none
le	preposition	I gcabhair.	ar aghaidh	none
le	preposition	I gcabhair.	le cabhair	related
le	preposition	I gcabhair.	ag leanúint	none
le	preposition	I gcabhair.	de thoradh	none
le	preposition	I gcabhair.	chun	none
le	preposition	I gcabhair.	i dtuairim	none
le	preposition	I gcabhair.	chun, le haghaidh  le + a = lena	none
le	preposition	I gcabhair.	le + ar = lenar	none
le	preposition	I gcabhair.	le + ár = lenár	none
le	preposition	Ar son.	cois, in aice	none
le	preposition	Ar son.	buailte ar	none
le	preposition	Ar son.	i dtreo	none
le	preposition	Ar son.	ar feadh	none
le	preposition	Ar son.	in éineacht	none
le	preposition	Ar son.	i bhfabhar	none
le	preposition	Ar son.	in aghaidh, chuig	none
le	preposition	Ar son.	ar feadh tréimhse áirithe	none
le	preposition	Ar son.	i gcomparáid	none
le	preposition	Ar son.	de chuid	none
le	preposition	Ar son.	ag, i seilbh	none
le	preposition	Ar son.	ar aghaidh	none
le	preposition	Ar son.	le cabhair	none
le	preposition	Ar son.	ag leanúint	none
le	preposition	Ar son.	de thoradh	none
le	preposition	Ar son.	chun	none
le	preposition	Ar son.	i dtuairim	none
le	preposition	Ar son.	chun, le haghaidh  le + a = lena	narrower
le	preposition	Ar son.	le + ar = lenar	none
le	preposition	Ar son.	le + ár = lenár	none
le	preposition	Ag, in aghaidh.	cois, in aice	none
le	preposition	Ag, in aghaidh.	buailte ar	none
le	preposition	Ag, in aghaidh.	i dtreo	none
le	preposition	Ag, in aghaidh.	ar feadh	none
le	preposition	Ag, in aghaidh.	in éineacht	none
le	preposition	Ag, in aghaidh.	i bhfabhar	none
le	preposition	Ag, in aghaidh.	in aghaidh, chuig	exact
le	preposition	Ag, in aghaidh.	ar feadh tréimhse áirithe	none
le	preposition	Ag, in aghaidh.	i gcomparáid	none
le	preposition	Ag, in aghaidh.	de chuid	none
le	preposition	Ag, in aghaidh.	ag, i seilbh	none
le	preposition	Ag, in aghaidh.	ar aghaidh	none
le	preposition	Ag, in aghaidh.	le cabhair	none
le	preposition	Ag, in aghaidh.	ag leanúint	none
le	preposition	Ag, in aghaidh.	de thoradh	none
le	preposition	Ag, in aghaidh.	chun	none
le	preposition	Ag, in aghaidh.	i dtuairim	none
le	preposition	Ag, in aghaidh.	chun, le haghaidh  le + a = lena	none
le	preposition	Ag, in aghaidh.	le + ar = lenar	none
le	preposition	Ag, in aghaidh.	le + ár = lenár	none
le	preposition	(Am)Comhthitimeach.	cois, in aice	none
le	preposition	(Am)Comhthitimeach.	buailte ar	none
le	preposition	(Am)Comhthitimeach.	i dtreo	none
le	preposition	(Am)Comhthitimeach.	ar feadh	none
le	preposition	(Am)Comhthitimeach.	in éineacht	none
le	preposition	(Am)Comhthitimeach.	i bhfabhar	none
le	preposition	(Am)Comhthitimeach.	in aghaidh, chuig	none
le	preposition	(Am)Comhthitimeach.	ar feadh tréimhse áirithe	none
le	preposition	(Am)Comhthitimeach.	i gcomparáid	none
le	preposition	(Am)Comhthitimeach.	de chuid	none
le	preposition	(Am)Comhthitimeach.	ag, i seilbh	none
le	preposition	(Am)Comhthitimeach.	ar aghaidh	none
le	preposition	(Am)Comhthitimeach.	le cabhair	none
le	preposition	(Am)Comhthitimeach.	ag leanúint	none
le	preposition	(Am)Comhthitimeach.	de thoradh	none
le	preposition	(Am)Comhthitimeach.	chun	none
le	preposition	(Am)Comhthitimeach.	i dtuairim	none
le	preposition	(Am)Comhthitimeach.	chun, le haghaidh  le + a = lena	none
le	preposition	(Am)Comhthitimeach.	le + ar = lenar	none
le	preposition	(Am)Comhthitimeach.	le + ár = lenár	none
le	preposition	Comhleathan.	cois, in aice	none
le	preposition	Comhleathan.	buailte ar	none
le	preposition	Comhleathan.	i dtreo	none
le	preposition	Comhleathan.	ar feadh	none
le	preposition	Comhleathan.	in éineacht	none
le	preposition	Comhleathan.	i bhfabhar	none
le	preposition	Comhleathan.	in aghaidh, chuig	none
le	preposition	Comhleathan.	ar feadh tréimhse áirithe	none
le	preposition	Comhleathan.	i gcomparáid	none
le	preposition	Comhleathan.	de chuid	none
le	preposition	Comhleathan.	ag, i seilbh	none
le	preposition	Comhleathan.	ar aghaidh	none
le	preposition	Comhleathan.	le cabhair	none
le	preposition	Comhleathan.	ag leanúint	none
le	preposition	Comhleathan.	de thoradh	none
le	preposition	Comhleathan.	chun	none
le	preposition	Comhleathan.	i dtuairim	none
le	preposition	Comhleathan.	chun, le haghaidh  le + a = lena	none
le	preposition	Comhleathan.	le + ar = lenar	none
le	preposition	Comhleathan.	le + ár = lenár	none
le	preposition	I rith, i gcaitheamh, ar feadh.	cois, in aice	none
le	preposition	I rith, i gcaitheamh, ar feadh.	buailte ar	none
le	preposition	I rith, i gcaitheamh, ar feadh.	i dtreo	none
le	preposition	I rith, i gcaitheamh, ar feadh.	ar feadh	none
le	preposition	I rith, i gcaitheamh, ar feadh.	in éineacht	none
le	preposition	I rith, i gcaitheamh, ar feadh.	i bhfabhar	none
le	preposition	I rith, i gcaitheamh, ar feadh.	in aghaidh, chuig	none
le	preposition	I rith, i gcaitheamh, ar feadh.	ar feadh tréimhse áirithe	exact
le	preposition	I rith, i gcaitheamh, ar feadh.	i gcomparáid	none
le	preposition	I rith, i gcaitheamh, ar feadh.	de chuid	none
le	preposition	I rith, i gcaitheamh, ar feadh.	ag, i seilbh	none
le	preposition	I rith, i gcaitheamh, ar feadh.	ar aghaidh	none
le	preposition	I rith, i gcaitheamh, ar feadh.	le cabhair	none
le	preposition	I rith, i gcaitheamh, ar feadh.	ag leanúint	none
le	preposition	I rith, i gcaitheamh, ar feadh.	de thoradh	none
le	preposition	I rith, i gcaitheamh, ar feadh.	chun	none
le	preposition	I rith, i gcaitheamh, ar feadh.	i dtuairim	none
le	preposition	I rith, i gcaitheamh, ar feadh.	chun, le haghaidh  le + a = lena	none
le	preposition	I rith, i gcaitheamh, ar feadh.	le + ar = lenar	none
le	preposition	I rith, i gcaitheamh, ar feadh.	le + ár = lenár	none
le	preposition	(Comhthromú, comparáid).	cois, in aice	none
le	preposition	(Comhthromú, comparáid).	buailte ar	none
le	preposition	(Comhthromú, comparáid).	i dtreo	none
le	preposition	(Comhthromú, comparáid).	ar feadh	none
le	preposition	(Comhthromú, comparáid).	in éineacht	none
le	preposition	(Comhthromú, comparáid).	i bhfabhar	none
le	preposition	(Comhthromú, comparáid).	in aghaidh, chuig	none
le	preposition	(Comhthromú, comparáid).	ar feadh tréimhse áirithe	none
le	preposition	(Comhthromú, comparáid).	i gcomparáid	related
le	preposition	(Comhthromú, comparáid).	de chuid	none
le	preposition	(Comhthromú, comparáid).	ag, i seilbh	none
le	preposition	(Comhthromú, comparáid).	ar aghaidh	none
le	preposition	(Comhthromú, comparáid).	le cabhair	none
le	preposition	(Comhthromú, comparáid).	ag leanúint	none
le	preposition	(Comhthromú, comparáid).	de thoradh	none
le	preposition	(Comhthromú, comparáid).	chun	none
le	preposition	(Comhthromú, comparáid).	i dtuairim	none
le	preposition	(Comhthromú, comparáid).	chun, le haghaidh  le + a = lena	none
le	preposition	(Comhthromú, comparáid).	le + ar = lenar	none
le	preposition	(Comhthromú, comparáid).	le + ár = lenár	none
le	preposition	(Cuid, roinn, gné, tréith)	cois, in aice	none
le	preposition	(Cuid, roinn, gné, tréith)	buailte ar	none
le	preposition	(Cuid, roinn, gné, tréith)	i dtreo	none
le	preposition	(Cuid, roinn, gné, tréith)	ar feadh	none
le	preposition	(Cuid, roinn, gné, tréith)	in éineacht	none
le	preposition	(Cuid, roinn, gné, tréith)	i bhfabhar	none
le	preposition	(Cuid, roinn, gné, tréith)	in aghaidh, chuig	none
le	preposition	(Cuid, roinn, gné, tréith)	ar feadh tréimhse áirithe	none
le	preposition	(Cuid, roinn, gné, tréith)	i gcomparáid	none
le	preposition	(Cuid, roinn, gné, tréith)	de chuid	none
le	preposition	(Cuid, roinn, gné, tréith)	ag, i seilbh	none
le	preposition	(Cuid, roinn, gné, tréith)	ar aghaidh	none
le	preposition	(Cuid, roinn, gné, tréith)	le cabhair	none
le	preposition	(Cuid, roinn, gné, tréith)	ag leanúint	none
le	preposition	(Cuid, roinn, gné, tréith)	de thoradh	none
le	preposition	(Cuid, roinn, gné, tréith)	chun	none
le	preposition	(Cuid, roinn, gné, tréith)	i dtuairim	none
le	preposition	(Cuid, roinn, gné, tréith)	chun, le haghaidh  le + a = lena	none
le	preposition	(Cuid, roinn, gné, tréith)	le + ar = lenar	none
le	preposition	(Cuid, roinn, gné, tréith)	le + ár = lenár	none
le	preposition	(Seilbh)	cois, in aice	none
le	preposition	(Seilbh)	buailte ar	none
le	preposition	(Seilbh)	i dtreo	none
le	preposition	(Seilbh)	ar feadh	none
le	preposition	(Seilbh)	in éineacht	none
le	preposition	(Seilbh)	i bhfabhar	none
le	preposition	(Seilbh)	in aghaidh, chuig	none
le	preposition	(Seilbh)	ar feadh tréimhse áirithe	none
le	preposition	(Seilbh)	i gcomparáid	none
le	preposition	(Seilbh)	de chuid	none
le	preposition	(Seilbh)	ag, i seilbh	exact
le	preposition	(Seilbh)	ar aghaidh	none
le	preposition	(Seilbh)	le cabhair	none
le	preposition	(Seilbh)	ag leanúint	none
le	preposition	(Seilbh)	de thoradh	none
le	preposition	(Seilbh)	chun	none
le	preposition	(Seilbh)	i dtuairim	none
le	preposition	(Seilbh)	chun, le haghaidh  le + a = lena	none
le	preposition	(Seilbh)	le + ar = lenar	none
le	preposition	(Seilbh)	le + ár = lenár	none
le	preposition	(Ceart, dualgas)	cois, in aice	none
le	preposition	(Ceart, dualgas)	buailte ar	none
le	preposition	(Ceart, dualgas)	i dtreo	none
le	preposition	(Ceart, dualgas)	ar feadh	none
le	preposition	(Ceart, dualgas)	in éineacht	none
le	preposition	(Ceart, dualgas)	i bhfabhar	none
le	preposition	(Ceart, dualgas)	in aghaidh, chuig	none
le	preposition	(Ceart, dualgas)	ar feadh tréimhse áirithe	none
le	preposition	(Ceart, dualgas)	i gcomparáid	none
le	preposition	(Ceart, dualgas)	de chuid	none
le	preposition	(Ceart, dualgas)	ag, i seilbh	none
le	preposition	(Ceart, dualgas)	ar aghaidh	none
le	preposition	(Ceart, dualgas)	le cabhair	none
le	preposition	(Ceart, dualgas)	ag leanúint	none
le	preposition	(Ceart, dualgas)	de thoradh	none
le	preposition	(Ceart, dualgas)	chun	none
le	preposition	(Ceart, dualgas)	i dtuairim	none
le	preposition	(Ceart, dualgas)	chun, le haghaidh  le + a = lena	none
le	preposition	(Ceart, dualgas)	le + ar = lenar	none
le	preposition	(Ceart, dualgas)	le + ár = lenár	none
le	preposition	(Leithleasacht)	cois, in aice	none
le	preposition	(Leithleasacht)	buailte ar	none
le	preposition	(Leithleasacht)	i dtreo	none
le	preposition	(Leithleasacht)	ar feadh	none
le	preposition	(Leithleasacht)	in éineacht	none
le	preposition	(Leithleasacht)	i bhfabhar	none
le	preposition	(Leithleasacht)	in aghaidh, chuig	none
le	preposition	(Leithleasacht)	ar feadh tréimhse áirithe	none
le	preposition	(Leithleasacht)	i gcomparáid	none
le	preposition	(Leithleasacht)	de chuid	none
le	preposition	(Leithleasacht)	ag, i seilbh	none
le	preposition	(Leithleasacht)	ar aghaidh	none
le	preposition	(Leithleasacht)	le cabhair	none
le	preposition	(Leithleasacht)	ag leanúint	none
le	preposition	(Leithleasacht)	de thoradh	none
le	preposition	(Leithleasacht)	chun	none
le	preposition	(Leithleasacht)	i dtuairim	none
le	preposition	(Leithleasacht)	chun, le haghaidh  le + a = lena	none
le	preposition	(Leithleasacht)	le + ar = lenar	none
le	preposition	(Leithleasacht)	le + ár = lenár	none
meantán	noun	(éaneolaíocht) éan den fhine Paridae	éan beag a bhfuil cineálacha éagsúla de ann, mar atá, meantán dubh, gorm, lathaí, léana etc.	broader
eala	noun	(éaneolaíocht) éan uisceach mór, le cleití bána agus gob oráiste de ghnáth.	éan mór stáidiúil uisce agus scrogall fada air	exact
péacóg	noun	(éaneolaíocht) éan den ghéineas Pavo.	éan mór agus cleití eireabaill áille air a thig leis a oscailt amach mar a bheadh fean ann	broader
péacóg	noun	(éaneolaíocht) éan den ghéineas Pavo.	cailín péacach	none
péacóg	noun	(feithideolaíocht) Inachis io (Nymphalis io), feileacán dathúil aithnidiúil atá le fáil i gcriosanna measartha na hEorpa is na hÁise.	éan mór agus cleití eireabaill áille air a thig leis a oscailt amach mar a bheadh fean ann	none
péacóg	noun	(feithideolaíocht) Inachis io (Nymphalis io), feileacán dathúil aithnidiúil atá le fáil i gcriosanna measartha na hEorpa is na hÁise.	cailín péacach	none
péacóg	noun	(fáthchiallach)cailín gléasta go feiceálach, cailín péacach.	éan mór agus cleití eireabaill áille air a thig leis a oscailt amach mar a bheadh fean ann	none
péacóg	noun	(fáthchiallach)cailín gléasta go feiceálach, cailín péacach.	cailín péacach	exact
péacóg	noun	Péacóg nó coileach péacóige, fear leitheadach gaigiúil.	éan mór agus cleití eireabaill áille air a thig leis a oscailt amach mar a bheadh fean ann	none
péacóg	noun	Péacóg nó coileach péacóige, fear leitheadach gaigiúil.	cailín péacach	none
mamach	noun	Is mamach é aon ainmhí a mbíonn bainne ag an máthair le tál ar an gceann óg.	aon ainmhí a mbíonn bainne ag an máthair le tál ar an gceann óg	exact
aibítir	noun	Is litreacha iad aibítir a bhaineann le teanga scríofa agus iad in ord áirithe	na litreacha ar fad a úsáidtear i dteanga agus iad in ord speisialta	exact
tríocha	numeral	A fiche móide a deich.	an uimhir 30	exact
abhus	adjective	Anseo.Ar an taobh seo.	ar an taobh seo	exact
abhus	adjective	Ar an saol seo.	ar an taobh seo	none
anois	adverb	Ag an am seo.  San am i láthair.	san am i láthair	exact
arís	adverb	Athuair, uair eile.	uair eile, athuair, ina dhiaidh sin	exact
arís	adverb	Athuair, uair eile.	fós	none
arís	adverb	Ina dhiaidh sin; ag am éigin sa todhchaí.	uair eile, athuair, ina dhiaidh sin	exact
arís	adverb	Ina dhiaidh sin; ag am éigin sa todhchaí.	fós	none
arís	adverb	Fós.	uair eile, athuair, ina dhiaidh sin	none
arís	adverb	Fós.	fós	exact
crom	adjective	Lúbtha, cromtha, dronn a bheith ort.	cromtha, lúbtha	exact
soicind	noun	Is aonad ama é soicind (siombail: s). Is é 60 soicind nóiméad amháin, agus 3,600 soicind uair amháin.	an 60ú cuid de nóiméad (ama) nó de chéim (i dtomhas uillinneacha)	narrower
